-8.613281250000000000e-01,1.240234375000000000e-01,3.945312500000000000e-01,-4.756097793579101562e+00,3.170731782913208008e+00,-1.158536553382873535e+00
-8.588867187500000000e-01,1.425781250000000000e-01,4.052734375000000000e-01,-5.243902683258056641e+00,3.597561120986938477e+00,-4.268292784690856934e-01
-8.554687500000000000e-01,1.401367187500000000e-01,4.130859375000000000e-01,-3.292682886123657227e+00,3.109756231307983398e+00,6.097561120986938477e-02
-8.671875000000000000e-01,1.352539062500000000e-01,4.018554687500000000e-01,-4.878048896789550781e-01,3.292682886123657227e+00,-3.658536672592163086e-01
-8.588867187500000000e-01,1.547851562500000000e-01,4.140625000000000000e-01,-3.048780560493469238e-01,3.475609779357910156e+00,-6.707317233085632324e-01
-8.564453125000000000e-01,1.220703125000000000e-01,4.155273437500000000e-01,2.195122003555297852e+00,3.231707334518432617e+00,-7.317073345184326172e-01
-8.662109375000000000e-01,9.765625000000000000e-02,3.974609375000000000e-01,1.707317113876342773e+00,4.146341323852539062e+00,-1.890243887901306152e+00
-8.535156250000000000e-01,1.132812500000000000e-01,3.813476562500000000e-01,-2.012195110321044922e+00,4.756097793579101562e+00,-1.646341443061828613e+00
-8.579101562500000000e-01,1.064453125000000000e-01,3.793945312500000000e-01,-5.487805008888244629e-01,4.451219558715820312e+00,-3.658536672592163086e-01
-8.442382812500000000e-01,1.127929687500000000e-01,4.052734375000000000e-01,2.317073106765747070e+00,3.292682886123657227e+00,4.268292784690856934e-01
-8.549804687500000000e-01,1.166992187500000000e-01,4.174804687500000000e-01,-4.878048896789550781e-01,2.804877996444702148e+00,9.756097793579101562e-01
-8.637695312500000000e-01,1.372070312500000000e-01,4.150390625000000000e-01,-2.500000000000000000e+00,4.268292903900146484e+00,1.219512224197387695e+00
-8.613281250000000000e-01,1.508789062500000000e-01,4.125976562500000000e-01,-4.024390220642089844e+00,5.975609779357910156e+00,1.036585330963134766e+00
-8.730468750000000000e-01,1.347656250000000000e-01,4.150390625000000000e-01,-4.512195110321044922e+00,7.195122241973876953e+00,-1.219512224197387695e-01
-8.564453125000000000e-01,1.118164062500000000e-01,3.945312500000000000e-01,-4.024390220642089844e+00,8.109756469726562500e+00,-1.280487775802612305e+00
-8.442382812500000000e-01,9.765625000000000000e-02,3.959960937500000000e-01,-4.329268455505371094e+00,8.292682647705078125e+00,-1.097561001777648926e+00
-8.471679687500000000e-01,8.642578125000000000e-02,4.111328125000000000e-01,-4.634146213531494141e+00,8.170731544494628906e+00,1.219512224197387695e-01
-8.549804687500000000e-01,1.528320312500000000e-01,4.677734375000000000e-01,-1.048780536651611328e+01,9.329268455505371094e+00,1.585365891456604004e+00
-8.837890625000000000e-01,2.373046875000000000e-01,5.488281250000000000e-01,-2.262195205688476562e+01,1.182926845550537109e+01,2.926829338073730469e+00
-8.964843750000000000e-01,2.333984375000000000e-01,5.258789062500000000e-01,-4.091463470458984375e+01,1.847561073303222656e+01,-2.439024448394775391e-01
-8.862304687500000000e-01,1.894531250000000000e-01,4.404296875000000000e-01,-5.341463470458984375e+01,2.780487823486328125e+01,-7.073170661926269531e+00
-8.779296875000000000e-01,7.861328125000000000e-02,3.349609375000000000e-01,-5.378049087524414062e+01,3.463414764404296875e+01,-1.274390316009521484e+01
-8.725585937500000000e-01,1.132812500000000000e-01,3.896484375000000000e-01,-4.585366058349609375e+01,3.500000000000000000e+01,-1.475609779357910156e+01
-8.686523437500000000e-01,1.308593750000000000e-01,3.437500000000000000e-01,-4.567073440551757812e+01,3.164634132385253906e+01,-1.304878044128417969e+01
-8.627929687500000000e-01,9.619140625000000000e-02,3.457031250000000000e-01,-5.060975646972656250e+01,3.195121955871582031e+01,-1.408536624908447266e+01
-8.623046875000000000e-01,1.289062500000000000e-01,3.945312500000000000e-01,-4.475609970092773438e+01,2.945121955871582031e+01,-1.420731735229492188e+01
-8.530273437500000000e-01,5.566406250000000000e-02,3.139648437500000000e-01,-4.420731735229492188e+01,2.890243911743164062e+01,-1.414634132385253906e+01
-8.608398437500000000e-01,-4.882812500000000000e-03,3.247070312500000000e-01,-4.573170852661132812e+01,3.018292808532714844e+01,-1.560975646972656250e+01
-8.823242187500000000e-01,1.513671875000000000e-02,3.159179687500000000e-01,-4.335366058349609375e+01,2.810975646972656250e+01,-1.335365867614746094e+01
-9.086914062500000000e-01,4.248046875000000000e-02,2.553710937500000000e-01,-4.304878234863281250e+01,2.640243911743164062e+01,-8.780488014221191406e+00
-9.252929687500000000e-01,1.416015625000000000e-02,2.670898437500000000e-01,-4.463414764404296875e+01,2.469512176513671875e+01,-6.585365772247314453e+00
-9.213867187500000000e-01,9.472656250000000000e-02,2.836914062500000000e-01,-4.006097793579101562e+01,2.079268264770507812e+01,-4.634146213531494141e+00
-9.204101562500000000e-01,1.093750000000000000e-01,3.071289062500000000e-01,-4.006097793579101562e+01,1.786585426330566406e+01,-3.231707334518432617e+00
-8.959960937500000000e-01,5.029296875000000000e-02,3.300781250000000000e-01,-3.823170852661132812e+01,1.530487823486328125e+01,-5.304878234863281250e+00
-8.720703125000000000e-01,-4.492187500000000000e-02,4.252929687500000000e-01,-3.658536529541015625e+01,1.371951293945312500e+01,-7.804878234863281250e+00
-8.828125000000000000e-01,6.982421875000000000e-02,3.803710937500000000e-01,-2.219512176513671875e+01,1.365853691101074219e+01,-4.634146213531494141e+00
-9.184570312500000000e-01,8.935546875000000000e-02,2.812500000000000000e-01,-1.695121955871582031e+01,1.817073249816894531e+01,4.878048896789550781e-01
-9.179687500000000000e-01,7.226562500000000000e-02,2.416992187500000000e-01,-1.006097602844238281e+01,1.981707382202148438e+01,-6.097561120986938477e-02
-8.950195312500000000e-01,1.074218750000000000e-01,1.401367187500000000e-01,-1.829268336296081543e-01,1.725609779357910156e+01,-6.097561120986938477e-01
-8.784179687500000000e-01,3.417968750000000000e-03,1.108398437500000000e-01,2.073170661926269531e+00,1.219512176513671875e+01,-1.036585330963134766e+00
-8.750000000000000000e-01,-2.324218750000000000e-01,1.274414062500000000e-01,7.804878234863281250e+00,6.097561120986938477e-02,-7.317073345184326172e-01
-8.945312500000000000e-01,-9.667968750000000000e-02,4.760742187500000000e-01,3.164634132385253906e+01,-1.548780536651611328e+01,8.597560882568359375e+00
-9.121093750000000000e-01,7.080078125000000000e-02,4.501953125000000000e-01,4.634146499633789062e+01,-2.859756088256835938e+01,2.646341514587402344e+01
-9.130859375000000000e-01,2.290039062500000000e-01,2.495117187500000000e-01,5.621951293945312500e+01,-2.054878044128417969e+01,3.396341705322265625e+01
-9.189453125000000000e-01,7.714843750000000000e-02,1.762695312500000000e-01,5.018292617797851562e+01,-1.231707382202148438e+01,2.981707382202148438e+01
-8.964843750000000000e-01,2.099609375000000000e-02,1.689453125000000000e-01,4.810975646972656250e+01,-1.378048801422119141e+01,2.115853691101074219e+01
-8.696289062500000000e-01,1.679687500000000000e-01,3.291015625000000000e-01,5.878049087524414062e+01,-1.884146308898925781e+01,2.231707382202148438e+01
-9.047851562500000000e-01,2.944335937500000000e-01,3.901367187500000000e-01,5.463414764404296875e+01,-2.457317161560058594e+01,2.579268264770507812e+01
-9.331054687500000000e-01,2.500000000000000000e-01,4.921875000000000000e-01,3.317073059082031250e+01,-2.121951293945312500e+01,2.140243911743164062e+01
-8.833007812500000000e-01,-2.050781250000000000e-01,3.940429687500000000e-01,1.969512176513671875e+01,-1.591463470458984375e+01,1.237804889678955078e+01
-8.583984375000000000e-01,-1.337890625000000000e-01,4.414062500000000000e-01,4.060975646972656250e+01,-1.000000000000000000e+01,1.323170757293701172e+01
-9.121093750000000000e-01,3.574218750000000000e-01,4.550781250000000000e-01,6.219512176513671875e+01,-1.262195110321044922e+01,3.487804794311523438e+01
-9.052734375000000000e-01,3.754882812500000000e-01,2.890625000000000000e-01,6.847560882568359375e+01,-6.158536911010742188e+00,4.286585617065429688e+01
-8.945312500000000000e-01,5.712890625000000000e-02,3.222656250000000000e-01,7.981707763671875000e+01,2.439024448394775391e-01,2.987804985046386719e+01
-8.872070312500000000e-01,1.904296875000000000e-02,3.369140625000000000e-01,7.560975646972656250e+01,1.829268336296081543e-01,1.817073249816894531e+01
-9.033203125000000000e-01,3.618164062500000000e-01,3.120117187500000000e-01,7.195121765136718750e+01,-2.439024448394775391e-01,2.365853691101074219e+01
-9.008789062500000000e-01,2.387695312500000000e-01,2.187500000000000000e-01,5.865853881835937500e+01,1.768292665481567383e+00,2.652439117431640625e+01
-9.047851562500000000e-01,5.371093750000000000e-03,3.666992187500000000e-01,5.768292999267578125e+01,1.951219558715820312e+00,1.652439117431640625e+01
-9.140625000000000000e-01,2.001953125000000000e-02,4.921875000000000000e-01,5.012195205688476562e+01,1.219512224197387695e-01,1.524390316009521484e+01
-9.150390625000000000e-01,2.851562500000000000e-01,4.311523437500000000e-01,4.652439117431640625e+01,5.426829338073730469e+00,2.481707382202148438e+01
-9.111328125000000000e-01,2.568359375000000000e-01,4.619140625000000000e-01,4.048780441284179688e+01,1.347560977935791016e+01,3.030487823486328125e+01
-8.896484375000000000e-01,2.836914062500000000e-01,3.486328125000000000e-01,3.676829528808593750e+01,2.012195205688476562e+01,2.457317161560058594e+01
-8.950195312500000000e-01,3.159179687500000000e-01,1.103515625000000000e-01,3.036585426330566406e+01,2.871951293945312500e+01,2.018292808532714844e+01
-9.370117187500000000e-01,7.812500000000000000e-03,4.638671875000000000e-01,2.298780632019042969e+01,2.810975646972656250e+01,1.365853691101074219e+01
-9.213867187500000000e-01,2.260742187500000000e-01,3.896484375000000000e-01,1.463414669036865234e+01,2.067073249816894531e+01,9.634146690368652344e+00
-9.394531250000000000e-01,4.404296875000000000e-01,2.792968750000000000e-01,7.378048896789550781e+00,3.353658676147460938e+01,1.536585426330566406e+01
